id,proba,label
35322,0.999670147895813,1
35323,0.9929248094558716,1
35324,0.0296219382435083,0
35325,0.997960329055786,1
35326,0.0089602507650852,0
35327,8.649353549117222e-05,0
35328,1.2474767572712152e-05,0
35329,0.9997166991233826,1
35330,0.999679446220398,1
35331,0.9997754693031312,1
35332,0.9997275471687316,1
35333,0.999716579914093,1
35334,0.9997771382331848,1
35335,0.9997261166572572,1
35336,0.0353188589215278,0
35337,0.0004083170206286,0
35338,2.17957203858532e-05,0
35339,0.0002343756932532,0
35340,8.476317452732474e-05,0
35341,0.0003263312100898,0
35342,0.4390037357807159,0
35343,1.74652104760753e-05,0
35344,0.999739110469818,1
35345,0.0314010009169578,0
35346,0.0473230145871639,0
35347,1.5483947208849713e-05,0
35348,2.2944173906580545e-05,0
35349,1.4539996300300118e-05,0
35350,0.9996223449707032,1
35351,4.0220646042143926e-05,0
35352,0.99922513961792,1
35353,0.9996638298034668,1
35354,0.8756800889968872,1
35355,0.7996562719345093,1
35356,0.0003308112209197,0
35357,3.2331954571418464e-05,0
35358,0.9883896112442015,1
35359,8.779904601396993e-05,0
35360,0.9997736811637878,1
35361,0.0027555301785469,0
35362,1.037812944559846e-05,0
35363,2.1604937501251698e-05,0
35364,1.9556298866518773e-05,0
35365,1.1710601938830225e-05,0
35366,0.0001889705308713,0
35367,2.187057361879852e-05,0
35368,6.292626494541764e-06,0
35369,2.278519423271064e-05,0
35370,4.547936987364665e-05,0
35371,8.415189950028434e-05,0
35372,1.6344392861356027e-05,0
35373,9.25857966649346e-06,0
35374,1.0596671927487478e-05,0
35375,4.004963193438016e-05,0
35376,2.1074261894682426e-05,0
35377,3.376407039468177e-05,0
35378,1.9262770365457985e-05,0
35379,1.827594860515092e-05,0
35380,4.581198300002143e-05,0
35381,5.939408583799377e-05,0
35382,2.3535800210083835e-05,0
35383,1.1917131814698225e-05,0
35384,1.1419141628721263e-05,0
35385,1.0404320164525416e-05,0
35386,1.7670341549091972e-05,0
35387,1.9058103134739213e-05,0
35388,2.949219378933776e-05,0
35389,7.233138603623956e-06,0
35390,0.0054917354136705,0
35391,0.0092147709801793,0
35392,6.586256495211273e-05,0
35393,9.151762242254335e-06,0
35394,1.6139318177010864e-05,0
35395,1.2406478163029531e-05,0
35396,1.6215331925195642e-05,0
35397,1.4541051314154174e-05,0
35398,1.1361625183781143e-05,0
35399,3.222071609343402e-05,0
35400,2.01662587642204e-05,0
35401,1.238615732290782e-05,0
35402,0.0006273341714404,0
35403,2.005892565648537e-05,0
35404,8.073830940702464e-06,0
35405,0.0001871064305305,0
35406,1.2022906048514416e-05,0
35407,0.0008194907568395,0
35408,0.8663190603256226,1
35409,3.550755718606524e-05,0
35410,5.397475433710497e-06,0
35411,9.898408279696014e-06,0
35412,5.876203431398608e-06,0
35413,0.0002531911304686,0
35414,0.9962598085403442,1
35415,0.000123722697026,0
35416,4.1381383198313415e-05,0
35417,1.3131792002241127e-05,0
35418,0.0029788538813591,0
35419,0.0003234161122236,0
35420,2.4730878067202863e-05,0
35421,1.8700477085076272e-05,0
35422,8.733925824344624e-06,0
35423,8.707910637895111e-06,0
35424,0.0009368485771119,0
35425,0.0001098347711376,0
35426,2.8106682293582708e-05,0
35427,1.0819653653015848e-05,0
35428,8.228558726841584e-06,0
35429,8.87646310729906e-05,0
35430,8.544747288397048e-06,0
35431,8.401869308727328e-06,0
35432,8.217885806516279e-06,0
35433,1.819136923586484e-05,0
35434,7.528477908635978e-06,0
35435,2.2840102246846072e-05,0
35436,1.0002278031606693e-05,0
35437,9.660709110903554e-06,0
35438,2.9142633138690144e-05,0
35439,1.3725356438953897e-05,0
35440,8.963924301497173e-06,0
35441,1.4500766155833844e-05,0
35442,6.97072537150234e-05,0
35443,0.000290242198389,0
35444,6.887998551974306e-06,0
35445,6.440455035772175e-05,0
35446,1.2585574950207956e-05,0
35447,8.61642365634907e-06,0
35448,4.598354735207977e-06,0
35449,9.846485227171796e-06,0
35450,2.416375900793355e-05,0
35451,0.000217085078475,0
35452,1.2587195669766515e-05,0
35453,4.200296825729311e-05,0
35454,1.913519190566149e-05,0
35455,0.000715271977242,0
35456,7.96909171185689e-06,0
35457,0.0017185596516355,0
35458,1.1779856322391424e-05,0
35459,9.12564246391412e-06,0
35460,5.858968506800011e-06,0
35461,0.0001116298662964,0
35462,1.4469742382061668e-05,0
35463,1.311109372181818e-05,0
35464,1.0559971997281536e-05,0
35465,1.0799098163261078e-05,0
35466,0.000382720521884,0
35467,2.5397353965672664e-05,0
35468,1.3023114661336876e-05,0
35469,0.0003788039903156,0
35470,2.10410071304068e-05,0
35471,9.952553227776662e-06,0
35472,3.3486408938188106e-05,0
35473,1.684986818872858e-05,0
35474,9.108818630920725e-06,0
35475,0.0011287450324743,0
35476,1.4034219020686578e-05,0
35477,6.311497600108851e-06,0
35478,0.0002127018960891,0
35479,1.33912481032894e-05,0
35480,0.0007214963552542,0
35481,2.529566518205684e-05,0
35482,0.0023073612246662,0
35483,0.0001113306279876,0
35484,4.603167781169759e-06,0
35485,2.709673208300956e-05,0
35486,1.0451257367094511e-05,0
35487,0.0035004350356757,0
35488,9.062895514944104e-06,0
35489,4.293303209124133e-05,0
35490,0.006966364569962,0
35491,0.9992027878761292,1
35492,0.0002615272533148,0
35493,6.858554115751758e-06,0
35494,1.8653328879736364e-05,0
35495,4.338092549005523e-05,0
35496,1.330534814769635e-05,0
35497,0.0023118529934436,0
35498,2.5738907424965877e-05,0
35499,7.517572612414369e-06,0
35500,2.2351958250510503e-05,0
35501,2.8005790227325637e-05,0
35502,0.0146797159686684,0
35503,5.995461378915934e-06,0
35504,4.924678432871588e-05,0
35505,0.0043949498794972,0
35506,1.2133390555391088e-05,0
35507,1.2032002814521547e-05,0
35508,3.6504221498034894e-05,0
35509,0.0001012812645058,0
35510,1.5023744708742017e-05,0
35511,1.5684132449678145e-05,0
35512,3.11114672513213e-05,0
35513,8.416255695919972e-06,0
35514,3.7957819586154073e-05,0
35515,0.0001798811135813,0
35516,2.1933798052486964e-05,0
35517,1.196781431644922e-05,0
35518,0.6582016944885254,1
35519,0.0001130342570831,0
35520,9.334667993243784e-06,0
35521,7.78189132688567e-06,0
35522,1.8773542251437902e-05,0
35523,1.729363611957524e-05,0
35524,1.3789946024189703e-05,0
35525,3.159584230161272e-05,0
35526,6.0356396716088057e-05,0
35527,0.0001334352855337,0
35528,2.716941526159644e-05,0
35529,9.613203474145848e-06,0
35530,2.525936179154087e-05,0
35531,1.562508987262845e-05,0
35532,1.4209387700248044e-05,0
35533,8.791989785095211e-06,0
35534,0.0002699095930438,0
35535,9.745098395796958e-06,0
35536,7.908954103186261e-06,0
35537,0.1296422183513641,0
35538,2.3456523194909096e-05,0
35539,2.723865509324241e-05,0
35540,1.5942960089887492e-05,0
35541,1.7623604435357265e-05,0
35542,8.6171057773754e-06,0
35543,1.463254102418432e-05,0
35544,2.7372341719456017e-05,0
35545,8.388889909838326e-06,0
35546,1.0186081453866793e-05,0
35547,1.0855736036319286e-05,0
35548,6.567544460267527e-06,0
35549,4.102375169168226e-05,0
35550,4.751496817334555e-05,0
35551,2.993453927047085e-05,0
35552,1.774775591911748e-05,0
35553,0.7431593537330627,1
35554,1.183975109597668e-05,0
35555,7.701453432673588e-05,0
35556,3.531150650815107e-05,0
35557,8.457458534394391e-06,0
35558,1.1111590538348535e-05,0
35559,0.0045663276687264,0
35560,0.0015720055671408,0
35561,8.903064735932276e-05,0
35562,0.4848581552505493,0
35563,1.5942001482471824e-05,0
35564,0.8411927819252014,1
35565,7.67183973948704e-06,0
35566,0.0036715548485517,0
35567,6.490691248473013e-06,0
35568,7.200304480647901e-06,0
35569,1.6615604181424715e-05,0
35570,1.0620427019603085e-05,0
35571,7.262556664500153e-06,0
35572,2.2262820493779145e-05,0
35573,6.059657607693225e-06,0
35574,1.2709178008663002e-05,0
35575,8.43464022182161e-06,0
35576,7.01157987350598e-05,0
35577,1.3590392882179003e-05,0
35578,9.489877811574844e-06,0
35579,6.544879852299346e-06,0
35580,0.0010494845919311,0
35581,6.923411274328828e-05,0
35582,8.1466423580423e-06,0
35583,1.7330685295746662e-05,0
35584,1.887633698061109e-05,0
35585,0.000562346947845,0
35586,1.5463361705769785e-05,0
35587,1.3032110473432112e-05,0
35588,1.4044903764443006e-05,0
35589,3.520632890285924e-05,0
35590,1.2070964658050798e-05,0
35591,1.0657317943696398e-05,0
35592,9.588263310433833e-06,0
35593,0.0053790179081261,0
35594,5.737785613746382e-05,0
35595,2.5560248104739003e-05,0
35596,0.0057674492709338,0
35597,1.3046286767348649e-05,0
35598,0.0004937802441418,0
35599,7.693276529607829e-06,0
35600,4.325283953221515e-06,0
35601,5.5306823924183846e-05,0
35602,2.4775963538559157e-05,0
35603,1.121941295423312e-05,0
35604,0.0014840256189927,0
35605,1.7565533198649064e-05,0
35606,8.569802048441488e-06,0
35607,8.655435522086918e-06,0
35608,2.09397949220147e-05,0
35609,0.5035271644592285,1
35610,8.799454917607363e-06,0
35611,2.0874680558335967e-05,0
35612,1.052460356731899e-05,0
35613,8.097605132206809e-06,0
35614,4.253738734405488e-05,0
35615,2.081873572024051e-05,0
35616,0.0155931077897548,0
35617,1.526216510683298e-05,0
35618,7.799685408826917e-05,0
35619,0.0471005663275718,0
35620,4.254790110280737e-05,0
35621,5.159097054274753e-05,0
35622,4.175849426246714e-06,0
35623,4.536183496384183e-06,0
35624,1.688008887867909e-05,0
35625,0.0001393495767842,0
35626,2.257190499221906e-05,0
35627,8.816901754471473e-06,0
35628,0.0002186596684623,0
35629,8.816901754471473e-06,0
35630,0.0010413795243948,0
35631,5.9837060689460486e-05,0
35632,0.0004471794236451,0
35633,9.649769708630627e-06,0
35634,2.9983621061546728e-05,0
35635,2.401590609224513e-05,0
35636,5.269094981485978e-05,0
35637,2.464484714437276e-05,0
35638,0.0015860134735703,0
35639,7.891218956501689e-06,0
35640,1.1548149814188946e-05,0
35641,9.26895154407248e-06,0
35642,3.727418879861944e-05,0
35643,2.2924599761608988e-05,0
35644,4.6751149056945e-05,0
35645,0.0009871737565845,0
35646,3.3577187423361465e-05,0
35647,0.0002404110273346,0
35648,1.226212680194294e-05,0
35649,1.370893824059749e-05,0
35650,9.161175694316626e-05,0
35651,7.907657163741533e-06,0
35652,4.461826756596565e-05,0
35653,2.2081760107539598e-05,0
35654,0.0012980023166164,0
35655,4.330243609729223e-05,0
35656,3.2656611438142136e-05,0
35657,0.164788082242012,0
35658,4.86637836729642e-05,0
35659,6.30885006103199e-06,0
35660,2.8604881663341075e-05,0
35661,0.0029381224885582,0
35662,2.6594118025968783e-05,0
35663,1.0331586963729931e-05,0
35664,0.0001795022835722,0
35665,2.770231003523804e-05,0
35666,1.168414109997684e-05,0
35667,2.3286733267013915e-05,0
35668,0.0011557302204892,0
35669,8.199355761462357e-06,0
35670,1.4396433471119964e-05,0
35671,0.4866513013839721,0
35672,0.1863013803958892,0
35673,7.716142135905102e-06,0
35674,1.0564524927758612e-05,0
35675,9.436902473680677e-06,0
35676,0.1096818298101425,0
35677,4.178897506790236e-05,0
35678,9.167258212983144e-06,0
35679,6.82023483022931e-06,0
35680,1.5080630873853806e-05,0
35681,5.719241471524583e-06,0
35682,1.1998211448371876e-05,0
35683,1.2823999895772433e-05,0
35684,5.206328751228284e-06,0
35685,1.2577655070344916e-05,0
35686,0.0108666839078068,0
35687,8.063720088102855e-06,0
35688,6.877986015751958e-05,0
35689,8.767640792939346e-06,0
35690,6.061490239517298e-06,0
35691,3.576679227990098e-05,0
35692,0.0002374327887082,0
35693,4.618298407876864e-05,0
35694,0.0013618665980175,0
35695,0.000220804780838,0
35696,1.8034150343737565e-05,0
35697,0.1942768841981887,0
35698,3.4579534258227795e-05,0
35699,3.415951505303383e-05,0
35700,4.73191357741598e-06,0
35701,2.3295506252907217e-05,0
35702,4.289373919164063e-06,0
35703,0.0001113440157496,0
35704,0.000137253300636,0
35705,1.1032377187802922e-05,0
35706,2.7919948479393497e-05,0
35707,0.0002638240111991,0
35708,1.5058716599014588e-05,0
35709,5.880873868591152e-05,0
35710,8.195862756110728e-05,0
35711,1.0750997716968412e-05,0
35712,1.014246117847506e-05,0
35713,0.0003969208919443,0
35714,0.0001689796627033,0
35715,2.166944068449084e-05,0
35716,9.042521014634984e-06,0
35717,1.1698089110723233e-05,0
35718,0.0038096737116575,0
35719,1.7732631022226997e-05,0
35720,0.0008971571805886,0
35721,1.3932670299254823e-05,0
35722,5.388433692132821e-06,0
35723,0.000151769403601,0
35724,2.3621427317266352e-05,0
35725,0.000799631990958,0
35726,6.096186098147882e-06,0
35727,0.0001009421539492,0
35728,1.0940908396150917e-05,0
35729,0.0729409754276275,0
35730,1.4975109479564708e-05,0
35731,2.0819687051698565e-05,0
35732,1.088306999008637e-05,0
35733,0.0147585654631257,0
35734,1.888139740913175e-05,0
35735,5.532585419132374e-06,0
35736,1.8190641640103425e-05,0
35737,2.176030830014497e-05,0
35738,0.0001774780685082,0
35739,1.2017691005894449e-05,0
35740,4.410431574797258e-05,0
35741,0.0002644810883793,0
35742,0.0319124050438404,0
35743,0.0034478497691452,0
35744,1.654732295719441e-05,0
35745,0.0002262341149616,0
35746,0.4683287441730499,0
35747,1.301837164646713e-05,0
35748,9.521207175566817e-06,0
