quarter,covidiots,karen,covididiot,gopdeathpanels,okboomer
2020-02,0.0,0.0006745362563237774,0.0,0.0,0.0007120104927862095
2020-04,0.015626756604834178,0.002510773842982949,0.003410155518081319,0.0018362375866591719,0.00044969083754918494
2020-08,0.006108300543376429,0.002773093498219974,0.000487165074011617,3.747423646243208e-05,7.494847292486416e-05
2020-12,0.004122166010867528,0.000974330148023234,0.00029979389169945664,0.0,3.747423646243208e-05
2021-02,0.0015739179314221473,0.0008993816750983699,7.494847292486416e-05,0.0,7.494847292486416e-05
2021-04,0.005021547685965898,0.0006745362563237774,0.0,0.0,0.00011242270938729624
