quarter,ChinaVirus,CCPVirus,ChinaLiedPeopleDied,BoycottChina,chinesevirus
2020-02,0.01753731343283582,0.0,0.0,0.012313432835820896,0.0
2020-04,0.09888059701492537,0.12313432835820895,0.14216417910447762,0.049253731343283584,0.04365671641791045
2020-08,0.04701492537313433,0.025373134328358207,0.005597014925373134,0.018656716417910446,0.008955223880597015
2020-12,0.026865671641791045,0.009328358208955223,0.008208955223880597,0.0070895522388059705,0.004477611940298508
2021-02,0.008582089552238806,0.0033582089552238806,0.0037313432835820895,0.0052238805970149255,0.0026119402985074628
2021-04,0.004850746268656716,0.005970149253731343,0.0029850746268656717,0.010074626865671642,0.0033582089552238806
