quarter,covidvaccine,COVID19Vaccine,FireFauci,Plandemic,VaccinesWork
2020-02,0.0,0.0,0.0,0.0,0.0005621135469364812
2020-04,0.0,3.747423646243208e-05,0.002810567734682406,0.001424020985572419,0.0005621135469364812
2020-08,0.0006745362563237774,0.00029979389169945664,0.00026231965523702453,0.0015364436949597152,0.00018737118231216038
2020-12,0.0070076822184747985,0.001948660296046468,0.00014989694584972832,0.0007869589657110736,0.000936855911560802
2021-02,0.003297732808694023,0.0021360314783586284,0.0013490725126475548,0.0003372681281618887,0.0005246393104740491
2021-04,0.003709949409780776,0.002398351133595653,0.00022484541877459247,0.000487165074011617,0.001386546749109987
