quarter,WearAMask,maskup,facemask,masks,facemasks
2020-02,0.0,0.0,0.00022484541877459247,0.00014989694584972832,3.747423646243208e-05
2020-04,0.0008244332021735058,0.0003372681281618887,0.0031103616263818625,0.0020985572418961962,0.002061083005433764
2020-08,0.011129848229342328,0.004459434139029417,0.002848041971144838,0.0026606707888326775,0.0015364436949597152
2020-12,0.007157579164324527,0.0030354131534569982,0.0010867528574105302,0.0012366498032602585,0.0006370620198613453
2021-02,0.004047217537942664,0.002473299606520517,0.0008619074386359378,0.0010492786209480981,0.0007120104927862095
2021-04,0.0041971144837923925,0.002473299606520517,0.0005621135469364812,0.000936855911560802,0.00029979389169945664
