quarter,cdnpoli,americafirst,liberals,immigration,refugees
2020-02,0.004459434139029417,0.0026231965523702454,0.0011991755667978266,0.0013490725126475548,0.00018737118231216038
2020-04,0.0051339703953531945,0.003372681281618887,0.001011804384485666,0.0005995877833989133,0.00018737118231216038
2020-08,0.005696083942289676,0.00288551620760727,0.0015364436949597152,0.0005246393104740491,0.0020985572418961962
2020-12,0.004946599213041034,0.0036724751733183437,0.0006370620198613453,0.00044969083754918494,0.00037474236462432077
2021-02,0.005845980888139404,0.002023608768971332,0.0011242270938729624,0.000487165074011617,0.00018737118231216038
2021-04,0.005396290050590219,0.002922990444069702,0.0008993816750983699,0.0006745362563237774,0.00014989694584972832
