quarter,maga,Trump2020,trumpvirus,TrumpIsACompleteFailure,TrumpIsALaughingStock
2020-02,0.02308412966085816,0.026269439760164888,0.001498969458497283,0.0,0.0008619074386359378
2020-04,0.03391418399850103,0.02038598463556305,0.026831553307101366,0.005208918868278059,0.017950159265504965
2020-08,0.03305227655986509,0.043432640059958776,0.037549184935356944,0.019599025669851975,0.01262881768783961
2020-12,0.02267191305977141,0.008918868278058835,0.01768783961026794,0.018662169758291176,0.010230466554243957
2021-02,0.013565673599400412,0.00044969083754918494,0.0011617013303353945,0.00029979389169945664,0.00037474236462432077
2021-04,0.008993816750983699,0.00011242270938729624,0.0011617013303353945,7.494847292486416e-05,0.00029979389169945664
