,hashtag,tweet_id,image_path,body_text
0,vaccinesSaveLives,1300191578649235458,./data_Vaccine/vaccinesSaveLives/tweets5/Egs1WbeWoAUOgJU.jpg,@CDCgov #vaccine patents – Robert F Kennedy Jr is consistently wrong about this and everything else about vaccines https://t.co/Aucy95mteW #VaccinesWork #VaccinesSaveLives https://t.co/n0XvpGIYjA
1,vaccinesSaveLives,1300184057733615617,./data_Vaccine/vaccinesSaveLives/tweets5/EgsugpNWkAAtUNB.png,@CDCgov #vaccine patents – Robert F Kennedy Jr gets another conspiracy theory all wrong again https://t.co/Aucy95mteW #VaccinesWork #VaccinesSaveLives https://t.co/sYoGApiYVt
2,vaccinesSaveLives,1299603371947483137,./data_Vaccine/vaccinesSaveLives/tweets5/EgkeT55U4AAcE4w.jpg,"#vhspl #Coolgix #BioMeds #blockchaincommunity #pharmablockchain #vhslogitech #IOT #healthcaretech #drugcounterfeit #lastmiledelivery #lastmilereach #pharmacy #Biologics #traceability #VaccinesSaveLives #medicaldevices #healthcare
For more, visit:
https://t.co/lKMDNY5Pjo https://t.co/LEz5FtW539"
3,vaccinesSaveLives,1299937036640501761,./data_Vaccine/vaccinesSaveLives/tweets5/EgpN0dKU8AEQItZ.jpg,"#vhspl #Coolgix #BioMeds #blockchaincommunity #pharmablockchain #vhslogitech #IOT #healthcaretech #drugcounterfeit #lastmiledelivery #lastmilereach #pharmacy #Biologics #traceability #VaccinesSaveLives #medicaldevices #healthcare
For more, visit:
https://t.co/lKMDNY5Pjo https://t.co/SP9OPcXNNg"
4,vaccinesSaveLives,1291285670737084416,./data_Vaccine/vaccinesSaveLives/tweets1/EeuRd-1XkAALBYu.jpg,"In love 😍
Thank you, @DrJennersHouse ❤️

#EdwardJenner #VaccinesWork #VaccinesSaveLives https://t.co/d0vGKvOjwP"
5,vaccinesSaveLives,1290399554894991361,./data_Vaccine/vaccinesSaveLives/tweets1/EehrjnsXgAo4S4R.jpg,#Lymedisease #vaccine update – very good news from clinical trials https://t.co/K2g0ST3ITv #vaccineswork #vaccinessavelives https://t.co/ibJ2wOo6JI
6,vaccinesSaveLives,1289805605381656576,./data_Vaccine/vaccinesSaveLives/tweets1/EeZPTj8XYAAnSsr.png,"#vhspl #Coolgix #BioMeds #blockchaincommunity #pharmablockchain #vhslogitech #IOT #healthcaretech #drugcounterfeit #lastmiledelivery #lastmilereach #pharmacy #Biologics #traceability #VaccinesSaveLives #medicaldevices #healthcare
For more, visit:
https://t.co/zjtvoZtEj9 https://t.co/31a7t4z9Ms"
7,vaccinesSaveLives,1290336973278699520,./data_Vaccine/vaccinesSaveLives/tweets1/EegwSloVAAc4q-x.jpg,"Vaccines have been, and continue to be, a very effective way of preventing many dangerous infectious diseases. #VaccinesSaveLives #BeInformed #StaySafe #HealthInfoAfrica #PharmediaGh https://t.co/JeA4YzUQ7a"
8,vaccinesSaveLives,1290302202188197888,./data_Vaccine/vaccinesSaveLives/tweets1/EegTA9nXoAAocMd.png,"This August is #ImmunizationAwarenessMonth

Spread the message: #VaccinesWork #VaccinesSaveLives https://t.co/i4BiiTL0CZ"
9,vaccinesSaveLives,1291308426434424832,./data_Vaccine/vaccinesSaveLives/tweets1/EeumBlyXYAA8jzp.png,"@BusyDrT You lie and lie...
#VaccinesSaveLives
https://t.co/IoeLg43qmp https://t.co/sTekjR6ZP8"
10,vaccinesSaveLives,1290990997003001856,./data_Vaccine/vaccinesSaveLives/tweets1/EeqFeGRXkAImuac.png,During National Immunization Awareness Month (NIAM) we highlight the importance of vaccination for people of all ages &amp; why vaccines are important to prevent serious diseases. To learn more visit https://t.co/UU4iM8Pgci. #niam2020 #ivaxtoprotect #vaccinessavelives #immunization https://t.co/Sls96Fb4HA
11,vaccinesSaveLives,1290679674083971080,./data_Vaccine/vaccinesSaveLives/tweets1/EelqUYBWkAAtPEa.jpg,"Worried about keeping your child safe during COVID-19? You're not alone. Talk to your doctor about ways to keep your child healthy, including immunizations. Learn more at https://t.co/hYq9RqSVZ0. #OCCOVID19 #VaccinesSaveLives #VaccinesWork https://t.co/x50DwPQXCu"
12,vaccinesSaveLives,1290316439321219073,./data_Vaccine/vaccinesSaveLives/tweets1/Eegf5QRXsAE3rIT.jpg,"It's almost that time of year. Everyone 6 months of age and older should get a flu vaccine every season. Vaccination is particularly important for people who are at high risk of serious complications from influenza.
#FluShot #VaccinesWork #VaccinesSaveLives #FightFlu https://t.co/RoAVGpp7dk"
