Object,Percentage
person,0.8552238805970149
tie,0.32611940298507464
tvmonitor,0.04291044776119403
stop sign,0.03731343283582089
cup,0.030223880597014925
chair,0.029104477611940297
car,0.029104477611940297
cell phone,0.028358208955223882
clock,0.026119402985074626
bird,0.02126865671641791
