Object,Percentage
person,0.8655834564254062
tie,0.22156573116691286
bottle,0.0775480059084195
cup,0.04579025110782865
car,0.03988183161004431
chair,0.03840472673559823
cell phone,0.03766617429837518
tvmonitor,0.03323485967503693
book,0.03323485967503693
handbag,0.022156573116691284
