Object,Percentage
person,0.9191919191919192
tie,0.32525252525252524
tvmonitor,0.03434343434343434
car,0.0297979797979798
chair,0.0297979797979798
cup,0.02878787878787879
book,0.02727272727272727
cell phone,0.026767676767676767
bottle,0.023232323232323233
handbag,0.015656565656565657
