Object,Percentage
person,0.921812865497076
tie,0.4605263157894737
bottle,0.03672514619883041
tvmonitor,0.03134502923976608
chair,0.030760233918128654
cell phone,0.025789473684210525
car,0.025614035087719297
cup,0.02497076023391813
book,0.02128654970760234
handbag,0.010584795321637426
